date,GRMN stock,isPartial
2018-10-01,65,False
2018-10-02,48,False
2018-10-03,49,False
2018-10-04,100,False
2018-10-05,0,False
2018-10-06,57,False
2018-10-07,0,False
2018-10-08,98,False
2018-10-09,48,False
2018-10-10,50,False
2018-10-11,0,False
2018-10-12,53,False
2018-10-13,0,False
2018-10-14,0,False
2018-10-15,51,False
2018-10-16,99,False
2018-10-17,50,False
2018-10-18,51,False
2018-10-19,53,False
2018-10-20,0,False
2018-10-21,0,False
2018-10-22,50,False
2018-10-23,0,False
2018-10-24,0,False
2018-10-25,50,False
2018-10-26,52,False
2018-10-27,0,False
2018-10-28,0,False
2018-10-29,48,False
2018-10-30,49,False
2018-10-31,68,False
