date,MRVL stock,isPartial
2018-09-01,20,False
2018-09-02,0,False
2018-09-03,18,False
2018-09-04,35,False
2018-09-05,17,False
2018-09-06,69,False
2018-09-07,100,False
2018-09-08,40,False
2018-09-09,0,False
2018-09-10,43,False
2018-09-11,69,False
2018-09-12,34,False
2018-09-13,27,False
2018-09-14,54,False
2018-09-15,20,False
2018-09-16,40,False
2018-09-17,52,False
2018-09-18,60,False
2018-09-19,34,False
2018-09-20,52,False
2018-09-21,27,False
2018-09-22,0,False
2018-09-23,0,False
2018-09-24,70,False
2018-09-25,43,False
2018-09-26,52,False
2018-09-27,52,False
2018-09-28,63,False
2018-09-29,0,False
2018-09-30,0,False
