date,PHG stock,isPartial
2019-01-01,0,False
2019-01-02,36,False
2019-01-03,35,False
2019-01-04,48,False
2019-01-05,39,False
2019-01-06,0,False
2019-01-07,52,False
2019-01-08,51,False
2019-01-09,0,False
2019-01-10,0,False
2019-01-11,0,False
2019-01-12,38,False
2019-01-13,0,False
2019-01-14,0,False
2019-01-15,0,False
2019-01-16,34,False
2019-01-17,0,False
2019-01-18,35,False
2019-01-19,0,False
2019-01-20,0,False
2019-01-21,0,False
2019-01-22,50,False
2019-01-23,66,False
2019-01-24,100,False
2019-01-25,0,False
2019-01-26,0,False
2019-01-27,0,False
2019-01-28,67,False
2019-01-29,66,False
2019-01-30,44,False
2019-01-31,33,False
