date,ODP stock,isPartial
2018-09-01,24,False
2018-09-02,24,False
2018-09-03,31,False
2018-09-04,61,False
2018-09-05,27,False
2018-09-06,54,False
2018-09-07,28,False
2018-09-08,23,False
2018-09-09,0,False
2018-09-10,40,False
2018-09-11,40,False
2018-09-12,40,False
2018-09-13,21,False
2018-09-14,28,False
2018-09-15,0,False
2018-09-16,0,False
2018-09-17,51,False
2018-09-18,100,False
2018-09-19,40,False
2018-09-20,34,False
2018-09-21,31,False
2018-09-22,24,False
2018-09-23,0,False
2018-09-24,0,False
2018-09-25,30,False
2018-09-26,20,False
2018-09-27,48,False
2018-09-28,42,False
2018-09-29,0,False
2018-09-30,0,False
