date,EXPE stock,isPartial
2018-09-01,0,False
2018-09-02,0,False
2018-09-03,42,False
2018-09-04,0,False
2018-09-05,40,False
2018-09-06,40,False
2018-09-07,42,False
2018-09-08,0,False
2018-09-09,0,False
2018-09-10,40,False
2018-09-11,40,False
2018-09-12,60,False
2018-09-13,41,False
2018-09-14,0,False
2018-09-15,0,False
2018-09-16,0,False
2018-09-17,82,False
2018-09-18,100,False
2018-09-19,40,False
2018-09-20,60,False
2018-09-21,42,False
2018-09-22,0,False
2018-09-23,0,False
2018-09-24,0,False
2018-09-25,0,False
2018-09-26,0,False
2018-09-27,41,False
2018-09-28,84,False
2018-09-29,0,False
2018-09-30,0,False
