date,BIDU stock,isPartial
2012-10-01,47,False
2012-10-02,23,False
2012-10-03,48,False
2012-10-04,81,False
2012-10-05,60,False
2012-10-06,28,False
2012-10-07,0,False
2012-10-08,23,False
2012-10-09,45,False
2012-10-10,57,False
2012-10-11,46,False
2012-10-12,36,False
2012-10-13,55,False
2012-10-14,0,False
2012-10-15,66,False
2012-10-16,44,False
2012-10-17,57,False
2012-10-18,23,False
2012-10-19,36,False
2012-10-20,27,False
2012-10-21,0,False
2012-10-22,67,False
2012-10-23,100,False
2012-10-24,45,False
2012-10-25,46,False
2012-10-26,48,False
2012-10-27,0,False
2012-10-28,26,False
2012-10-29,33,False
2012-10-30,22,False
2012-10-31,80,False
