date,GRMN stock,isPartial
2018-07-01,0,False
2018-07-02,38,False
2018-07-03,38,False
2018-07-04,0,False
2018-07-05,0,False
2018-07-06,39,False
2018-07-07,0,False
2018-07-08,0,False
2018-07-09,38,False
2018-07-10,37,False
2018-07-11,0,False
2018-07-12,0,False
2018-07-13,41,False
2018-07-14,0,False
2018-07-15,0,False
2018-07-16,39,False
2018-07-17,77,False
2018-07-18,78,False
2018-07-19,40,False
2018-07-20,81,False
2018-07-21,45,False
2018-07-22,0,False
2018-07-23,39,False
2018-07-24,39,False
2018-07-25,39,False
2018-07-26,0,False
2018-07-27,100,False
2018-07-28,44,False
2018-07-29,0,False
2018-07-30,39,False
2018-07-31,38,False
