date,GRMN stock,isPartial
2018-09-01,47,False
2018-09-02,0,False
2018-09-03,0,False
2018-09-04,0,False
2018-09-05,60,False
2018-09-06,100,False
2018-09-07,42,False
2018-09-08,46,False
2018-09-09,0,False
2018-09-10,0,False
2018-09-11,53,False
2018-09-12,53,False
2018-09-13,41,False
2018-09-14,83,False
2018-09-15,0,False
2018-09-16,0,False
2018-09-17,41,False
2018-09-18,0,False
2018-09-19,40,False
2018-09-20,80,False
2018-09-21,41,False
2018-09-22,0,False
2018-09-23,45,False
2018-09-24,40,False
2018-09-25,67,False
2018-09-26,40,False
2018-09-27,61,False
2018-09-28,42,False
2018-09-29,46,False
2018-09-30,45,False
