date,ADBE stock,isPartial
2012-10-01,0,False
2012-10-02,50,False
2012-10-03,50,False
2012-10-04,100,False
2012-10-05,0,False
2012-10-06,0,False
2012-10-07,58,False
2012-10-08,0,False
2012-10-09,0,False
2012-10-10,0,False
2012-10-11,0,False
2012-10-12,0,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,48,False
2012-10-16,0,False
2012-10-17,0,False
2012-10-18,0,False
2012-10-19,0,False
2012-10-20,0,False
2012-10-21,0,False
2012-10-22,47,False
2012-10-23,47,False
2012-10-24,0,False
2012-10-25,0,False
2012-10-26,0,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,0,False
2012-10-30,0,False
2012-10-31,0,False
