date,EXPE stock,isPartial
2018-10-01,47,False
2018-10-02,23,False
2018-10-03,24,False
2018-10-04,0,False
2018-10-05,0,False
2018-10-06,27,False
2018-10-07,0,False
2018-10-08,47,False
2018-10-09,0,False
2018-10-10,36,False
2018-10-11,24,False
2018-10-12,25,False
2018-10-13,28,False
2018-10-14,0,False
2018-10-15,24,False
2018-10-16,24,False
2018-10-17,0,False
2018-10-18,48,False
2018-10-19,25,False
2018-10-20,55,False
2018-10-21,0,False
2018-10-22,36,False
2018-10-23,24,False
2018-10-24,94,False
2018-10-25,60,False
2018-10-26,100,False
2018-10-27,27,False
2018-10-28,0,False
2018-10-29,23,False
2018-10-30,0,False
2018-10-31,36,False
