date,PHG stock,isPartial
2018-10-01,48,False
2018-10-02,48,False
2018-10-03,32,False
2018-10-04,33,False
2018-10-05,34,False
2018-10-06,0,False
2018-10-07,0,False
2018-10-08,0,False
2018-10-09,47,False
2018-10-10,33,False
2018-10-11,0,False
2018-10-12,35,False
2018-10-13,0,False
2018-10-14,0,False
2018-10-15,34,False
2018-10-16,49,False
2018-10-17,33,False
2018-10-18,34,False
2018-10-19,35,False
2018-10-20,0,False
2018-10-21,0,False
2018-10-22,49,False
2018-10-23,65,False
2018-10-24,32,False
2018-10-25,33,False
2018-10-26,0,False
2018-10-27,0,False
2018-10-28,0,False
2018-10-29,52,False
2018-10-30,33,False
2018-10-31,100,False
