date,TSLA stock,isPartial
2015-10-01,75,False
2015-10-02,50,False
2015-10-03,16,False
2015-10-04,16,False
2015-10-05,39,False
2015-10-06,52,False
2015-10-07,53,False
2015-10-08,46,False
2015-10-09,66,False
2015-10-10,14,False
2015-10-11,12,False
2015-10-12,49,False
2015-10-13,45,False
2015-10-14,57,False
2015-10-15,41,False
2015-10-16,53,False
2015-10-17,10,False
2015-10-18,16,False
2015-10-19,59,False
2015-10-20,98,False
2015-10-21,100,False
2015-10-22,67,False
2015-10-23,68,False
2015-10-24,20,False
2015-10-25,12,False
2015-10-26,57,False
2015-10-27,59,False
2015-10-28,53,False
2015-10-29,63,False
2015-10-30,54,False
2015-10-31,26,False
