date,MDLZ stock,isPartial
2018-09-01,44,False
2018-09-02,0,False
2018-09-03,0,False
2018-09-04,76,False
2018-09-05,96,False
2018-09-06,38,False
2018-09-07,100,False
2018-09-08,0,False
2018-09-09,0,False
2018-09-10,77,False
2018-09-11,76,False
2018-09-12,76,False
2018-09-13,39,False
2018-09-14,60,False
2018-09-15,0,False
2018-09-16,0,False
2018-09-17,57,False
2018-09-18,38,False
2018-09-19,38,False
2018-09-20,58,False
2018-09-21,40,False
2018-09-22,0,False
2018-09-23,0,False
2018-09-24,57,False
2018-09-25,38,False
2018-09-26,38,False
2018-09-27,38,False
2018-09-28,80,False
2018-09-29,0,False
2018-09-30,0,False
