,date,TWTR,isPartial
7,2012-06-08,0.58,False
8,2012-06-09,0.34,False
9,2012-06-10,0.0,False
10,2012-06-11,0.54,False
11,2012-06-12,0.27,False
12,2012-06-13,0.0,False
13,2012-06-14,0.0,False
14,2012-06-15,0.44,False
15,2012-06-16,0.34,False
16,2012-06-17,0.68,False
17,2012-06-18,0.0,False
18,2012-06-19,0.27,False
19,2012-06-20,0.8300000000000001,False
20,2012-06-21,0.28,False
21,2012-06-22,0.59,False
22,2012-06-23,0.35000000000000003,False
23,2012-06-24,0.6900000000000001,False
24,2012-06-25,0.8200000000000001,False
25,2012-06-26,0.27,False
26,2012-06-27,0.28,False
27,2012-06-28,0.42,False
28,2012-06-29,0.59,False
29,2012-06-30,0.0,False
0,2012-07-01,0.4,False
1,2012-07-02,0.0,False
2,2012-07-03,0.64,False
3,2012-07-04,0.0,False
4,2012-07-05,0.34,False
5,2012-07-06,0.34,False
6,2012-07-07,0.0,False
7,2012-07-08,0.4,False
8,2012-07-09,0.0,False
9,2012-07-10,0.32,False
10,2012-07-11,0.0,False
11,2012-07-12,0.0,False
12,2012-07-13,0.0,False
13,2012-07-14,0.41000000000000003,False
14,2012-07-15,0.0,False
15,2012-07-16,0.32,False
16,2012-07-17,0.65,False
17,2012-07-18,0.99,False
18,2012-07-19,0.33,False
19,2012-07-20,0.6900000000000001,False
20,2012-07-21,0.84,False
21,2012-07-22,0.8200000000000001,False
22,2012-07-23,0.33,False
23,2012-07-24,0.0,False
24,2012-07-25,0.33,False
25,2012-07-26,1.0,False
26,2012-07-27,0.35000000000000003,False
27,2012-07-28,0.8200000000000001,False
28,2012-07-29,0.41000000000000003,False
29,2012-07-30,0.0,False
30,2012-07-31,0.0,False
0,2012-08-01,0.0,False
1,2012-08-02,0.0,False
2,2012-08-03,0.28,False
3,2012-08-04,0.0,False
4,2012-08-05,0.32,False
5,2012-08-06,0.0,False
6,2012-08-07,0.53,False
7,2012-08-08,0.0,False
8,2012-08-09,0.0,False
9,2012-08-10,0.0,False
10,2012-08-11,0.0,False
11,2012-08-12,0.0,False
12,2012-08-13,0.53,False
13,2012-08-14,0.0,False
14,2012-08-15,0.27,False
15,2012-08-16,0.0,False
16,2012-08-17,0.56,False
17,2012-08-18,1.0,False
18,2012-08-19,0.0,False
19,2012-08-20,0.0,False
20,2012-08-21,0.0,False
21,2012-08-22,0.0,False
22,2012-08-23,0.27,False
23,2012-08-24,0.0,False
24,2012-08-25,0.32,False
25,2012-08-26,0.0,False
26,2012-08-27,0.0,False
27,2012-08-28,0.0,False
28,2012-08-29,0.0,False
29,2012-08-30,0.0,False
30,2012-08-31,0.27,False
0,2012-09-01,1.0,False
1,2012-09-02,0.33,False
2,2012-09-03,0.0,False
3,2012-09-04,0.53,False
4,2012-09-05,0.27,False
5,2012-09-06,0.27,False
6,2012-09-07,0.29,False
7,2012-09-08,0.33,False
8,2012-09-09,0.33,False
9,2012-09-10,0.79,False
10,2012-09-11,0.39,False
11,2012-09-12,0.4,False
12,2012-09-13,0.53,False
13,2012-09-14,0.41000000000000003,False
14,2012-09-15,0.0,False
15,2012-09-16,0.32,False
16,2012-09-17,0.27,False
17,2012-09-18,0.26,False
18,2012-09-19,0.52,False
19,2012-09-20,0.26,False
20,2012-09-21,0.42,False
21,2012-09-22,0.0,False
22,2012-09-23,0.62,False
23,2012-09-24,0.52,False
24,2012-09-25,0.26,False
25,2012-09-26,0.78,False
26,2012-09-27,0.53,False
27,2012-09-28,0.55,False
28,2012-09-29,0.64,False
29,2012-09-30,0.9400000000000001,False
0,2012-10-01,0.4,False
1,2012-10-02,0.14,False
2,2012-10-03,0.0,False
3,2012-10-04,0.26,False
4,2012-10-05,0.14,False
5,2012-10-06,0.16,False
6,2012-10-07,0.15,False
7,2012-10-08,0.52,False
8,2012-10-09,0.26,False
9,2012-10-10,0.0,False
10,2012-10-11,0.26,False
11,2012-10-12,0.0,False
12,2012-10-13,0.0,False
13,2012-10-14,0.31,False
14,2012-10-15,0.0,False
15,2012-10-16,0.13,False
16,2012-10-17,0.13,False
17,2012-10-18,0.13,False
18,2012-10-19,0.0,False
19,2012-10-20,0.0,False
20,2012-10-21,0.31,False
21,2012-10-22,0.26,False
22,2012-10-23,0.26,False
23,2012-10-24,0.26,False
24,2012-10-25,0.26,False
25,2012-10-26,0.42,False
26,2012-10-27,0.16,False
27,2012-10-28,0.45,False
28,2012-10-29,1.0,False
29,2012-10-30,0.25,False
30,2012-10-31,0.13,False
0,2012-11-01,0.15,False
1,2012-11-02,0.0,False
2,2012-11-03,0.68,False
3,2012-11-04,0.17,False
4,2012-11-05,0.28,False
5,2012-11-06,0.14,False
6,2012-11-07,0.28,False
7,2012-11-08,0.0,False
8,2012-11-09,0.15,False
9,2012-11-10,0.17,False
10,2012-11-11,0.17,False
11,2012-11-12,0.14,False
12,2012-11-13,1.0,False
13,2012-11-14,0.29,False
14,2012-11-15,0.14,False
15,2012-11-16,0.29,False
16,2012-11-17,0.0,False
17,2012-11-18,0.17,False
18,2012-11-19,0.14,False
19,2012-11-20,0.42,False
20,2012-11-21,0.42,False
21,2012-11-22,0.29,False
22,2012-11-23,0.59,False
23,2012-11-24,0.17,False
24,2012-11-25,0.49,False
25,2012-11-26,0.14,False
26,2012-11-27,0.41000000000000003,False
27,2012-11-28,0.27,False
28,2012-11-29,0.0,False
29,2012-11-30,0.0,False
0,2012-12-01,0.0,False
1,2012-12-02,0.96,False
2,2012-12-03,1.0,False
3,2012-12-04,0.6,False
4,2012-12-05,1.02,False
5,2012-12-06,0.84,False
6,2012-12-07,0.0,False
7,2012-12-08,2.0,False
8,2012-12-09,0.48,False
9,2012-12-10,0.4,False
10,2012-12-11,0.4,False
11,2012-12-12,0.4,False
12,2012-12-13,1.24,False
13,2012-12-14,1.08,False
14,2012-12-15,0.98,False
15,2012-12-16,1.46,False
16,2012-12-17,1.22,False
17,2012-12-18,0.42,False
18,2012-12-19,1.26,False
19,2012-12-20,1.06,False
20,2012-12-21,0.9,False
21,2012-12-22,1.54,False
22,2012-12-23,1.58,False
23,2012-12-24,1.04,False
24,2012-12-25,1.1,False
25,2012-12-26,0.9400000000000001,False
26,2012-12-27,0.0,False
27,2012-12-28,1.58,False
28,2012-12-29,0.5,False
29,2012-12-30,1.5,False
30,2012-12-31,1.24,False
0,2013-01-01,0.31,False
1,2013-01-02,0.12,False
2,2013-01-03,0.12,False
3,2013-01-04,1.0,False
4,2013-01-05,0.14,False
5,2013-01-06,0.0,False
6,2013-01-07,0.12,False
7,2013-01-08,0.35000000000000003,False
8,2013-01-09,0.35000000000000003,False
9,2013-01-10,0.35000000000000003,False
10,2013-01-11,0.0,False
11,2013-01-12,0.55,False
12,2013-01-13,0.0,False
13,2013-01-14,0.34,False
14,2013-01-15,0.46,False
15,2013-01-16,0.23,False
16,2013-01-17,0.12,False
17,2013-01-18,0.12,False
18,2013-01-19,0.27,False
19,2013-01-20,0.27,False
20,2013-01-21,0.11,False
21,2013-01-22,0.23,False
22,2013-01-23,0.12,False
23,2013-01-24,0.12,False
24,2013-01-25,0.0,False
25,2013-01-26,0.41000000000000003,False
26,2013-01-27,0.13,False
27,2013-01-28,0.11,False
28,2013-01-29,0.34,False
29,2013-01-30,0.23,False
30,2013-01-31,0.23,False
0,2013-02-01,0.52,False
1,2013-02-02,0.0,False
2,2013-02-03,0.29,False
3,2013-02-04,0.5,False
4,2013-02-05,0.5,False
5,2013-02-06,1.0,False
6,2013-02-07,0.26,False
7,2013-02-08,0.53,False
8,2013-02-09,0.3,False
9,2013-02-10,0.3,False
10,2013-02-11,0.26,False
11,2013-02-12,0.25,False
12,2013-02-13,0.0,False
13,2013-02-14,0.26,False
14,2013-02-15,0.0,False
15,2013-02-16,0.3,False
16,2013-02-17,0.3,False
17,2013-02-18,0.0,False
18,2013-02-19,0.0,False
19,2013-02-20,1.0,False
20,2013-02-21,0.5,False
21,2013-02-22,0.26,False
22,2013-02-23,0.29,False
23,2013-02-24,0.58,False
24,2013-02-25,0.24,False
25,2013-02-26,0.72,False
26,2013-02-27,0.0,False
27,2013-02-28,0.5,False
0,2013-03-01,0.66,False
1,2013-03-02,1.0,False
2,2013-03-03,0.5,False
3,2013-03-04,0.0,False
4,2013-03-05,0.42,False
5,2013-03-06,0.0,False
6,2013-03-07,0.54,False
7,2013-03-08,0.22,False
8,2013-03-09,0.25,False
9,2013-03-10,0.37,False
10,2013-03-11,0.52,False
11,2013-03-12,0.41000000000000003,False
12,2013-03-13,0.41000000000000003,False
13,2013-03-14,0.53,False
14,2013-03-15,0.76,False
15,2013-03-16,0.5,False
16,2013-03-17,0.73,False
17,2013-03-18,0.21,False
18,2013-03-19,0.52,False
19,2013-03-20,0.52,False
20,2013-03-21,0.42,False
21,2013-03-22,0.22,False
22,2013-03-23,0.37,False
23,2013-03-24,0.5,False
24,2013-03-25,0.62,False
25,2013-03-26,0.74,False
26,2013-03-27,0.65,False
27,2013-03-28,0.45,False
28,2013-03-29,0.84,False
29,2013-03-30,0.52,False
30,2013-03-31,0.52,False
0,2013-04-01,1.26,False
1,2013-04-02,1.6,False
2,2013-04-03,1.2,False
3,2013-04-04,1.0,False
4,2013-04-05,0.42,False
5,2013-04-06,0.96,False
6,2013-04-07,1.18,False
7,2013-04-08,0.8,False
8,2013-04-09,0.98,False
9,2013-04-10,1.0,False
10,2013-04-11,0.8,False
11,2013-04-12,1.46,False
12,2013-04-13,1.7,False
13,2013-04-14,0.96,False
14,2013-04-15,1.58,False
15,2013-04-16,1.0,False
16,2013-04-17,0.4,False
17,2013-04-18,1.22,False
18,2013-04-19,0.84,False
19,2013-04-20,0.72,False
20,2013-04-21,1.68,False
21,2013-04-22,0.4,False
22,2013-04-23,1.0,False
23,2013-04-24,0.4,False
24,2013-04-25,1.24,False
25,2013-04-26,1.26,False
26,2013-04-27,1.68,False
27,2013-04-28,1.2,False
28,2013-04-29,2.0,False
29,2013-04-30,1.22,False
0,2013-05-01,0.72,False
1,2013-05-02,0.34,False
2,2013-05-03,0.0,False
3,2013-05-04,0.0,False
4,2013-05-05,0.8,False
5,2013-05-06,2.0,False
6,2013-05-07,0.66,False
7,2013-05-08,1.0,False
8,2013-05-09,1.02,False
9,2013-05-10,0.7000000000000001,False
10,2013-05-11,1.2,False
11,2013-05-12,0.4,False
12,2013-05-13,1.6400000000000001,False
13,2013-05-14,0.66,False
14,2013-05-15,0.0,False
15,2013-05-16,0.34,False
16,2013-05-17,1.04,False
17,2013-05-18,1.2,False
18,2013-05-19,0.0,False
19,2013-05-20,1.32,False
20,2013-05-21,0.64,False
21,2013-05-22,0.64,False
22,2013-05-23,0.32,False
23,2013-05-24,0.7000000000000001,False
24,2013-05-25,0.4,False
25,2013-05-26,0.0,False
26,2013-05-27,0.68,False
27,2013-05-28,0.0,False
28,2013-05-29,1.3,False
29,2013-05-30,0.66,False
30,2013-05-31,1.3800000000000001,False
0,2013-06-01,0.98,False
1,2013-06-02,1.36,False
2,2013-06-03,0.8,False
3,2013-06-04,0.64,False
4,2013-06-05,1.62,False
5,2013-06-06,1.32,False
6,2013-06-07,0.34,False
7,2013-06-08,0.8,False
8,2013-06-09,0.0,False
9,2013-06-10,1.28,False
10,2013-06-11,0.62,False
11,2013-06-12,0.66,False
12,2013-06-13,1.32,False
13,2013-06-14,1.22,False
14,2013-06-15,0.8,False
15,2013-06-16,0.4,False
16,2013-06-17,1.46,False
17,2013-06-18,1.62,False
18,2013-06-19,0.8200000000000001,False
19,2013-06-20,1.98,False
20,2013-06-21,1.56,False
21,2013-06-22,0.6,False
22,2013-06-23,0.6,False
23,2013-06-24,1.78,False
24,2013-06-25,0.64,False
25,2013-06-26,0.98,False
26,2013-06-27,1.32,False
27,2013-06-28,0.86,False
28,2013-06-29,1.02,False
29,2013-06-30,2.0,False
0,2013-07-01,2.0,False
1,2013-07-02,0.8,False
2,2013-07-03,0.8,False
3,2013-07-04,0.42,False
4,2013-07-05,1.3,False
5,2013-07-06,0.76,False
6,2013-07-07,1.0,False
7,2013-07-08,0.8,False
8,2013-07-09,1.62,False
9,2013-07-10,0.62,False
10,2013-07-11,1.86,False
11,2013-07-12,1.72,False
12,2013-07-13,1.0,False
13,2013-07-14,0.74,False
14,2013-07-15,0.4,False
15,2013-07-16,1.0,False
16,2013-07-17,1.02,False
17,2013-07-18,0.84,False
18,2013-07-19,1.48,False
19,2013-07-20,1.0,False
20,2013-07-21,2.0,False
21,2013-07-22,1.62,False
22,2013-07-23,0.6,False
23,2013-07-24,0.8200000000000001,False
24,2013-07-25,1.04,False
25,2013-07-26,1.08,False
26,2013-07-27,1.5,False
27,2013-07-28,1.48,False
28,2013-07-29,1.0,False
29,2013-07-30,0.8,False
30,2013-07-31,0.6,False
0,2013-08-01,0.86,False
1,2013-08-02,0.92,False
2,2013-08-03,0.88,False
3,2013-08-04,1.4000000000000001,False
4,2013-08-05,0.58,False
5,2013-08-06,2.0,False
6,2013-08-07,0.72,False
7,2013-08-08,0.74,False
8,2013-08-09,0.46,False
9,2013-08-10,0.88,False
10,2013-08-11,1.4000000000000001,False
11,2013-08-12,0.0,False
12,2013-08-13,1.7,False
13,2013-08-14,1.3,False
14,2013-08-15,0.92,False
15,2013-08-16,0.62,False
16,2013-08-17,0.34,False
17,2013-08-18,0.68,False
18,2013-08-19,0.28,False
19,2013-08-20,0.56,False
20,2013-08-21,1.12,False
21,2013-08-22,1.0,False
22,2013-08-23,0.6,False
23,2013-08-24,0.68,False
24,2013-08-25,0.68,False
25,2013-08-26,1.1,False
26,2013-08-27,1.1,False
27,2013-08-28,0.42,False
28,2013-08-29,0.84,False
29,2013-08-30,0.3,False
30,2013-08-31,1.18,False
0,2013-09-01,0.68,False
1,2013-09-02,1.72,False
2,2013-09-03,1.3800000000000001,False
3,2013-09-04,0.98,False
4,2013-09-05,0.42,False
5,2013-09-06,0.88,False
6,2013-09-07,1.52,False
7,2013-09-08,1.1400000000000001,False
8,2013-09-09,0.7000000000000001,False
9,2013-09-10,1.5,False
10,2013-09-11,0.54,False
11,2013-09-12,1.24,False
12,2013-09-13,0.86,False
13,2013-09-14,1.16,False
14,2013-09-15,0.96,False
15,2013-09-16,0.28,False
16,2013-09-17,0.28,False
17,2013-09-18,0.8200000000000001,False
18,2013-09-19,1.1,False
19,2013-09-20,0.88,False
20,2013-09-21,0.5,False
21,2013-09-22,0.96,False
22,2013-09-23,1.1,False
23,2013-09-24,0.54,False
24,2013-09-25,0.8200000000000001,False
25,2013-09-26,0.84,False
26,2013-09-27,1.02,False
27,2013-09-28,2.0,False
28,2013-09-29,1.1400000000000001,False
29,2013-09-30,1.22,False
0,2013-10-01,0.56,False
1,2013-10-02,0.21000000000000002,False
2,2013-10-03,1.4700000000000002,False
3,2013-10-04,7.000000000000001,False
4,2013-10-05,3.22,False
5,2013-10-06,1.61,False
6,2013-10-07,2.5200000000000005,False
7,2013-10-08,1.9600000000000002,False
8,2013-10-09,1.12,False
9,2013-10-10,1.05,False
10,2013-10-11,0.9100000000000001,False
11,2013-10-12,0.35000000000000003,False
12,2013-10-13,0.6300000000000001,False
13,2013-10-14,0.77,False
14,2013-10-15,0.6300000000000001,False
15,2013-10-16,1.61,False
16,2013-10-17,0.9800000000000001,False
17,2013-10-18,1.4000000000000001,False
18,2013-10-19,0.6300000000000001,False
19,2013-10-20,0.9800000000000001,False
20,2013-10-21,1.05,False
21,2013-10-22,1.12,False
22,2013-10-23,0.7000000000000001,False
23,2013-10-24,1.1900000000000002,False
24,2013-10-25,2.24,False
25,2013-10-26,1.05,False
26,2013-10-27,0.9100000000000001,False
27,2013-10-28,2.0300000000000002,False
28,2013-10-29,1.7500000000000002,False
29,2013-10-30,2.24,False
30,2013-10-31,1.2600000000000002,False
0,2013-11-01,1.0,False
1,2013-11-02,0.0,False
2,2013-11-03,0.0,False
3,2013-11-04,2.0,False
4,2013-11-05,2.0,False
5,2013-11-06,5.0,False
6,2013-11-07,100.0,False
7,2013-11-08,47.0,False
8,2013-11-09,10.0,False
9,2013-11-10,4.0,False
10,2013-11-11,16.0,False
11,2013-11-12,13.0,False
12,2013-11-13,11.0,False
13,2013-11-14,9.0,False
14,2013-11-15,9.0,False
15,2013-11-16,4.0,False
16,2013-11-17,2.0,False
17,2013-11-18,6.0,False
18,2013-11-19,6.0,False
19,2013-11-20,6.0,False
20,2013-11-21,6.0,False
21,2013-11-22,5.0,False
22,2013-11-23,2.0,False
23,2013-11-24,1.0,False
24,2013-11-25,5.0,False
25,2013-11-26,5.0,False
26,2013-11-27,4.0,False
27,2013-11-28,2.0,False
28,2013-11-29,3.0,False
29,2013-11-30,1.0,False
0,2013-12-01,4.08,False
1,2013-12-02,12.24,False
2,2013-12-03,11.73,False
3,2013-12-04,11.73,False
4,2013-12-05,16.32,False
5,2013-12-06,13.77,False
6,2013-12-07,4.59,False
7,2013-12-08,3.5700000000000003,False
8,2013-12-09,15.81,False
9,2013-12-10,22.95,False
10,2013-12-11,19.38,False
11,2013-12-12,21.93,False
12,2013-12-13,30.6,False
13,2013-12-14,8.16,False
14,2013-12-15,6.63,False
15,2013-12-16,22.44,False
16,2013-12-17,19.89,False
17,2013-12-18,18.87,False
18,2013-12-19,17.85,False
19,2013-12-20,17.85,False
20,2013-12-21,7.65,False
21,2013-12-22,4.59,False
22,2013-12-23,23.46,False
23,2013-12-24,33.15,False
24,2013-12-25,9.18,False
25,2013-12-26,34.17,False
26,2013-12-27,51.0,False
27,2013-12-28,15.81,False
28,2013-12-29,9.18,False
29,2013-12-30,32.64,False
30,2013-12-31,30.6,False
0,2014-01-01,17.6,False
1,2014-01-02,40.0,False
2,2014-01-03,38.400000000000006,False
3,2014-01-04,13.200000000000001,False
4,2014-01-05,6.800000000000001,False
5,2014-01-06,32.4,False
6,2014-01-07,35.6,False
7,2014-01-08,34.0,False
8,2014-01-09,27.6,False
9,2014-01-10,28.400000000000002,False
10,2014-01-11,10.0,False
11,2014-01-12,5.6000000000000005,False
12,2014-01-13,25.200000000000003,False
13,2014-01-14,27.6,False
14,2014-01-15,25.6,False
15,2014-01-16,26.8,False
16,2014-01-17,34.0,False
17,2014-01-18,11.200000000000001,False
18,2014-01-19,5.6000000000000005,False
19,2014-01-20,11.600000000000001,False
20,2014-01-21,21.200000000000003,False
21,2014-01-22,16.400000000000002,False
22,2014-01-23,18.8,False
23,2014-01-24,18.8,False
24,2014-01-25,7.6000000000000005,False
25,2014-01-26,4.4,False
26,2014-01-27,20.400000000000002,False
27,2014-01-28,21.200000000000003,False
28,2014-01-29,20.400000000000002,False
29,2014-01-30,32.4,False
30,2014-01-31,24.0,False
0,2014-02-01,3.68,False
1,2014-02-02,2.7600000000000002,False
2,2014-02-03,10.120000000000001,False
3,2014-02-04,12.88,False
4,2014-02-05,29.900000000000002,False
5,2014-02-06,46.0,False
6,2014-02-07,27.6,False
7,2014-02-08,7.82,False
8,2014-02-09,3.68,False
9,2014-02-10,14.26,False
10,2014-02-11,15.64,False
11,2014-02-12,14.26,False
12,2014-02-13,14.72,False
13,2014-02-14,11.96,False
14,2014-02-15,4.140000000000001,False
15,2014-02-16,2.7600000000000002,False
16,2014-02-17,4.6000000000000005,False
17,2014-02-18,10.58,False
18,2014-02-19,11.96,False
19,2014-02-20,13.8,False
20,2014-02-21,9.200000000000001,False
21,2014-02-22,3.68,False
22,2014-02-23,2.7600000000000002,False
23,2014-02-24,7.82,False
24,2014-02-25,7.82,False
25,2014-02-26,7.36,False
26,2014-02-27,9.200000000000001,False
27,2014-02-28,10.120000000000001,False
0,2014-03-01,6.82,False
1,2014-03-02,5.5,False
2,2014-03-03,19.8,False
3,2014-03-04,20.46,False
4,2014-03-05,17.82,False
5,2014-03-06,17.6,False
6,2014-03-07,18.7,False
7,2014-03-08,6.82,False
8,2014-03-09,5.94,False
9,2014-03-10,14.96,False
10,2014-03-11,21.56,False
11,2014-03-12,18.04,False
12,2014-03-13,17.82,False
13,2014-03-14,16.5,False
14,2014-03-15,4.18,False
15,2014-03-16,4.4,False
16,2014-03-17,12.76,False
17,2014-03-18,16.94,False
18,2014-03-19,16.06,False
19,2014-03-20,16.72,False
20,2014-03-21,16.94,False
21,2014-03-22,5.94,False
22,2014-03-23,4.84,False
23,2014-03-24,13.64,False
24,2014-03-25,20.68,False
25,2014-03-26,19.8,False
26,2014-03-27,22.0,False
27,2014-03-28,17.16,False
28,2014-03-29,4.4,False
29,2014-03-30,3.74,False
30,2014-03-31,13.86,False
0,2014-04-01,7.829999999999999,False
1,2014-04-02,6.38,False
2,2014-04-03,8.12,False
3,2014-04-04,8.99,False
4,2014-04-05,2.61,False
5,2014-04-06,1.7399999999999998,False
6,2014-04-07,8.12,False
7,2014-04-08,6.38,False
8,2014-04-09,6.959999999999999,False
9,2014-04-10,5.8,False
10,2014-04-11,8.99,False
11,2014-04-12,3.7699999999999996,False
12,2014-04-13,2.9,False
13,2014-04-14,8.12,False
14,2014-04-15,9.86,False
15,2014-04-16,9.569999999999999,False
16,2014-04-17,8.99,False
17,2014-04-18,4.35,False
18,2014-04-19,2.32,False
19,2014-04-20,0.29,False
20,2014-04-21,5.51,False
21,2014-04-22,8.41,False
22,2014-04-23,8.99,False
23,2014-04-24,6.959999999999999,False
24,2014-04-25,8.41,False
25,2014-04-26,2.03,False
26,2014-04-27,1.7399999999999998,False
27,2014-04-28,6.67,False
28,2014-04-29,22.619999999999997,False
29,2014-04-30,28.999999999999996,False
0,2014-05-01,17.63,False
1,2014-05-02,13.94,False
2,2014-05-03,3.69,False
3,2014-05-04,3.69,False
4,2014-05-05,11.889999999999999,False
5,2014-05-06,37.309999999999995,False
6,2014-05-07,41.0,False
7,2014-05-08,29.11,False
8,2014-05-09,22.549999999999997,False
9,2014-05-10,5.739999999999999,False
10,2014-05-11,3.28,False
11,2014-05-12,18.45,False
12,2014-05-13,18.86,False
13,2014-05-14,13.94,False
14,2014-05-15,15.989999999999998,False
15,2014-05-16,13.12,False
16,2014-05-17,4.1,False
17,2014-05-18,2.8699999999999997,False
18,2014-05-19,11.069999999999999,False
19,2014-05-20,12.299999999999999,False
20,2014-05-21,10.25,False
21,2014-05-22,11.479999999999999,False
22,2014-05-23,13.12,False
23,2014-05-24,4.92,False
24,2014-05-25,1.64,False
25,2014-05-26,4.1,False
26,2014-05-27,15.17,False
27,2014-05-28,19.27,False
28,2014-05-29,20.91,False
29,2014-05-30,15.17,False
30,2014-05-31,4.92,False
0,2014-06-01,5.27,False
1,2014-06-02,19.84,False
2,2014-06-03,20.77,False
3,2014-06-04,21.7,False
4,2014-06-05,29.759999999999998,False
5,2014-06-06,22.32,False
6,2014-06-07,7.13,False
7,2014-06-08,4.65,False
8,2014-06-09,20.77,False
9,2014-06-10,22.94,False
10,2014-06-11,24.8,False
11,2014-06-12,31.0,False
12,2014-06-13,25.419999999999998,False
13,2014-06-14,10.23,False
14,2014-06-15,5.58,False
15,2014-06-16,18.29,False
